seed,budget,design,predictor,weighted_mse,se,episodes
2,2,learned,looped_icl,0.5118371248245239,0.0044988361187279224,5120
2,2,learned,exact_krr,0.5110130310058594,0.004493969492614269,5120
2,2,uniform,looped_icl,0.6797047853469849,0.006154975853860378,5120
2,2,uniform,exact_krr,0.6793310046195984,0.006154566537588835,5120
2,2,greedy_variance,looped_icl,0.5307923555374146,0.0049550486728549,5120
2,2,greedy_variance,exact_krr,0.528499960899353,0.004945270251482725,5120
2,2,random,looped_icl,0.7140569686889648,0.00710232462733984,5120
2,2,random,exact_krr,0.7096646428108215,0.007091877982020378,5120
2,4,learned,looped_icl,0.267146497964859,0.0023841194342821836,5120
2,4,learned,exact_krr,0.26684847474098206,0.00238201767206192,5120
2,4,uniform,looped_icl,0.49655288457870483,0.004983723163604736,5120
2,4,uniform,exact_krr,0.49602407217025757,0.004985633306205273,5120
2,4,greedy_variance,looped_icl,0.2612852454185486,0.0022971390280872583,5120
2,4,greedy_variance,exact_krr,0.260459303855896,0.0022964421659708023,5120
2,4,random,looped_icl,0.48935168981552124,0.005779515486210585,5120
2,4,random,exact_krr,0.4885450005531311,0.0057881902903318405,5120
2,6,learned,looped_icl,0.2256147414445877,0.002043328247964382,5120
2,6,learned,exact_krr,0.22356943786144257,0.0020260761957615614,5120
2,6,uniform,looped_icl,0.3211875557899475,0.003629710990935564,5120
2,6,uniform,exact_krr,0.3206573724746704,0.003625386394560337,5120
2,6,greedy_variance,looped_icl,0.14039000868797302,0.0012923236936330795,5120
2,6,greedy_variance,exact_krr,0.13988074660301208,0.0012913993559777737,5120
2,6,random,looped_icl,0.3403395712375641,0.004563453607261181,5120
2,6,random,exact_krr,0.33595702052116394,0.004537773318588734,5120
2,8,learned,looped_icl,0.22575822472572327,0.0020271295215934515,5120
2,8,learned,exact_krr,0.22056972980499268,0.0019730920903384686,5120
2,8,uniform,looped_icl,0.14839871227741241,0.00214584032073617,5120
2,8,uniform,exact_krr,0.14769494533538818,0.002143285935744643,5120
2,8,greedy_variance,looped_icl,0.0617399588227272,0.0005921718548052013,5120
2,8,greedy_variance,exact_krr,0.060651134699583054,0.0005909535102546215,5120
2,8,random,looped_icl,0.22970736026763916,0.003299453528597951,5120
2,8,random,exact_krr,0.22404566407203674,0.0032363771460950375,5120
