source_file,benchmark,sweep_suite,record_kind,tag,K,prompt_len,design,cond,noise_var,prior_var,depth,heads,d_head,capacity_rank,attention,head_scheme,precond,temperature,eta_multiplier,scale_linear_by_m,seed,batch_size,eval_batches,beta_mse_post,beta_mse_true,pred_mse_y,mean_mse_exact,exact_pred_mse_y,nll_iter,nll_exact,coverage_iter,width_iter,coverage_exact,width_exact,contraction_radius_mean,contraction_radius_max,precond_rank,eta_mean,proj_rank,proj_max,proj_min_nonzero,capacity_ge_K,first_grad_mse,last_grad_mse,attn_rank_first,attn_rank_last,attn_effrank_first,attn_effrank_last,layer_first_beta_mse_post,layer_last_beta_mse_post,layer_decay_ratio,log10_beta_mse_post,log10_beta_mse_true,family_priority,run_id,kappa_mean,eig_min_mean,eig_max_mean,var_mse_exact,layer_first_resid_norm,layer_last_resid_norm,task,method,eb_dim,eb_prior,eb_mixture_sep,mean_mse_emp,mean_mse_true,var_mse_emp,nll,exact_nll,attn_entropy,max_weight,projection_correction,softmax_vector_scale,attn_entropy_first,attn_entropy_last,experiment,norm,d_h,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,n_ctx,normalized,pred_mse,mean_mse,var_mse,exact_mse,kappa,resid_last,benchmark_family,step,loss,train_context,eval_context,d_model,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width,capacity_regime
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H4_dh2,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,2.0,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,4.5276808832098856e-12,0.0013386860373429,0.0213911139871925,4.816107527973873e-12,0.0213911198079586,-0.5038591809570789,-0.5038590840995312,0.949951171875,0.5726461037993431,0.949951171875,0.5726461037993431,0.3914808668196201,0.5497080460190773,0.0,0.0012129090900998,8.0,1.0,1.0,1.0,9.915599341603354e-09,2.685677347180616e-08,2.0,2.0,1.996979463845492,1.996979463845492,0.0654226606711745,4.5276808832098856e-12,6.88869583590025e-11,-11.34412419037653,-2.873321266331971,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H4_dh4,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,4.0,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,3.967226829167114e-12,0.0013426077057374,0.0210730184335261,4.00829266696337e-12,0.0210730098187923,-0.5112255774438381,-0.5112257935106754,0.95068359375,0.5724593251943588,0.95068359375,0.5724593177437782,0.3908881433308124,0.5545701906085014,0.0,0.0012123170308768,8.0,1.0,1.0,1.0,9.737722184155473e-09,2.7271507496706704e-08,2.0,2.0,2.49236574023962,2.49236574023962,0.0670329956337809,3.967226829167114e-12,5.932746747884747e-11,-11.40151296770348,-2.872050864562348,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H4_dh8,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,8.0,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,6.484775254755534e-12,0.0013567703135777,0.0214760398957878,4.798718415905193e-12,0.0214760331436991,-0.5016210302710533,-0.5016211867332458,0.948486328125,0.5723821371793747,0.948486328125,0.5723821371793747,0.3911023549735546,0.5567870512604713,0.0,0.0012127804948249,8.0,1.0,1.0,1.0,9.94071558402254e-09,2.7516749767642068e-08,2.0,2.0,2.7319740504026413,2.7319740504026413,0.0665400251746177,6.484775254755534e-12,9.782708283966288e-11,-11.188105070822902,-2.8674936674387963,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H4_dh16,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,16.0,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,4.165501900658605e-12,0.0013338728895178,0.0213194887619465,3.466127423057061e-12,0.0213194852694869,-0.5053998194634914,-0.5053999051451683,0.9527587890625,0.5727622136473656,0.9527587890625,0.5727622136473656,0.3897407799959183,0.5517789199948311,0.0,0.0012132299016229,8.0,1.0,1.0,1.0,9.961321323359584e-09,2.7377527578309472e-08,2.0,2.0,2.7332299947738647,2.7332299947738647,0.0659803859889507,4.165501900658605e-12,6.282091744042809e-11,-11.380332663031693,-2.874885554235968,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H4_dh32,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,32.0,128.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,6.977602279604686e-12,0.0013349641667446,0.0216272308025509,8.871708787527507e-12,0.0216272308025509,-0.4980792887508869,-0.4980792999267578,0.9481201171875,0.572682112455368,0.9481201171875,0.572682112455368,0.3904495686292648,0.5537045374512672,0.0,0.0012124863569624,8.0,1.0,1.0,1.0,9.751102592048257e-09,2.709152702173868e-08,2.0,2.0,2.734515592455864,2.734515592455864,0.0652632508426904,6.977602279604686e-12,1.0740883298420928e-10,-11.156293788785248,-2.874530391523333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H8_dh1,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,8.0,1.0,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,3.5740203656840774e-12,0.0013458628091029,0.0211979229934513,2.8711708032792826e-12,0.0211979164741933,-0.5083626210689545,-0.5083627700805664,0.951416015625,0.5725646466016769,0.951416015625,0.5725646466016769,0.3905933685600757,0.5408825725317001,0.0,0.0012126515066483,8.0,1.0,1.0,1.0,9.751123686285725e-09,2.725153702698435e-08,1.0,1.0,1.0,1.0,0.066455558873713,3.5740203656840774e-12,5.3748281099033105e-11,-11.446842977102056,-2.8709992077837763,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H8_dh2,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,8.0,2.0,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,6.463210744595341e-12,0.00132977119938,0.0212921556085348,5.990447097788468e-12,0.0212921611964702,-0.5062584578990936,-0.5062583200633526,0.950927734375,0.5723623260855675,0.950927734375,0.5723623335361481,0.3907539248466491,0.5596899837255478,0.0,0.001211556882481,8.0,1.0,1.0,1.0,1.0029896357899304e-08,2.7426871440638934e-08,1.0,1.0,1.4980130027979612,1.4980130027979612,0.0664260173216462,6.463210744595341e-12,9.770193752769719e-11,-11.189551682894802,-2.87622307737483,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H8_dh4,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,8.0,4.0,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,5.391299142147241e-12,0.0013490277342498,0.0207006155978888,1.2071787579975846e-11,0.0207006311975419,-0.5199852138757706,-0.5199848897755146,0.9554443359375,0.5726485103368759,0.9554443359375,0.5726485103368759,0.3894892819225788,0.5482283681631088,0.0,0.0012121452309656,8.0,1.0,1.0,1.0,9.841811254851509e-09,2.7213100883827224e-08,1.0,1.0,1.745180692523718,1.745180692523718,0.0659221401438117,5.391299142147241e-12,8.178413982359506e-11,-11.26830657019705,-2.8699791217084907,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H8_dh8,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,8.0,8.0,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,5.696514278081405e-12,0.0013414671993814,0.0210453490726649,7.101505039401601e-12,0.0210453488398343,-0.5119043663144112,-0.5119043588638306,0.9527587890625,0.5727098286151886,0.9527587890625,0.5727098286151886,0.3905238285660743,0.5510402917861938,0.0,0.0012127631780458,8.0,1.0,1.0,1.0,9.518518084838943e-09,2.6914945161493623e-08,1.0,1.0,1.8663470447063448,1.8663470447063448,0.0656531369313597,5.696514278081405e-12,8.649423295200433e-11,-11.244390809741503,-2.8724199419274115,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H8_dh16,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,8.0,16.0,128.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,7.137167267780298e-12,0.0013466917007463,0.020974843762815,8.0124468529192e-12,0.0209748467896133,-0.5131831280887127,-0.5131830833852291,0.95263671875,0.5724166706204414,0.95263671875,0.5724166631698608,0.3912047035992145,0.5564692467451096,0.0,0.0012124743952881,8.0,1.0,1.0,1.0,9.819088542251109e-09,2.7146520364951243e-08,1.0,1.0,1.8674756959080696,1.8674756959080696,0.0659635029733181,7.137167267780298e-12,1.0837377991447267e-10,-11.146474124929671,-2.8707318162959936,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K8_H8_dh32,8.0,128.0,isotropic,10.0,0.02,1.0,16.0,8.0,32.0,256.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,5.2996361910462994e-12,0.0013417449226835,0.0216252997051924,4.903315004457093e-12,0.0216252887621521,-0.4981373474001884,-0.498137604445219,0.947998046875,0.57268837839365,0.947998046875,0.57268837839365,0.3904590420424938,0.5528765767812729,0.0,0.0012126916117267,8.0,1.0,1.0,1.0,9.849601689815302e-09,2.7381658274094892e-08,1.0,1.0,1.865034617483616,1.865034617483616,0.066009615547955,5.2996361910462994e-12,8.102824445772618e-11,-11.275753942784895,-2.8723300394578666,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H1_dh1,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,1.0,1.0,1.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,0.9461243748664856,0.948803223669529,0.9822365641593932,0.9562082663178444,0.0228405445814132,20.23184633255005,-0.471213761717081,0.2437744140625,0.5928589925169945,0.950439453125,0.5928589925169945,0.5723235607147217,0.6954855099320412,0.0,0.0022981236979831,1.0,1.0,1.0,0.0,171441.48046875,167839.16015625,1.0,1.0,1.0,1.0,0.946116179227829,0.9461243748664856,1.0000065399077125,-0.0240517687063518,-0.0228238484111895,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H1_dh2,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,1.0,2.0,2.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,0.8904864639043808,0.8934148550033569,0.909545861184597,0.8869418203830719,0.022744808346033,18.662214040756226,-0.4735684059560299,0.2515869140625,0.5927474349737167,0.9495849609375,0.5927474275231361,0.5733084380626678,0.6873290464282036,0.0,0.0022961192880757,2.0,1.0,1.0,0.0,159423.20703125,152668.34375,2.0,2.0,1.9974937587976456,1.9974937587976456,0.8912320509552956,0.8904864639043808,0.9991654973293712,-0.0503726777687486,-0.0489468306952173,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H1_dh4,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,1.0,4.0,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,0.7672135755419731,0.7704646214842796,0.8090864717960358,0.7870081514120102,0.0225021340884268,16.46971845626831,-0.4784512966871261,0.2724609375,0.5928880572319031,0.950439453125,0.5928880646824837,0.5719682648777962,0.6943699419498444,0.0,0.0022979888017289,4.0,1.0,1.0,0.0,134487.89453125,123304.91796875,4.0,4.0,3.979287356138229,3.979287356138229,0.7727287039160728,0.7672135755419731,0.9928607097963562,-0.1150837210996377,-0.1132472986028118,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H1_dh8,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,1.0,8.0,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,0.5350896343588829,0.5382672697305679,0.5664557293057442,0.5371949225664139,0.0230989810079336,11.23192846775055,-0.4656337052583694,0.335693359375,0.5925171822309494,0.9503173828125,0.5925172120332718,0.5728313475847244,0.6967982053756714,0.0,0.0022970360587351,8.0,1.0,1.0,0.0,91802.37890625,76318.6181640625,8.0,8.0,7.933855593204498,7.933855593204498,0.5608521476387978,0.5350896343588829,0.9540623761939604,-0.2715734620033973,-0.2690020274062472,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H1_dh16,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,1.0,16.0,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,1.3991075409336418e-08,0.0028960928029846,0.022848904132843,1.2894691980847028e-08,0.0228482915554195,-0.4705776497721672,-0.4705899693071842,0.94873046875,0.5927515551447868,0.94873046875,0.5927515551447868,0.5717694461345673,0.6880005225539207,0.0,0.0022978954948484,16.0,1.0,1.0,1.0,2.764953960232574e-09,7.835585180693272e-09,16.0,16.0,15.741127610206604,15.741127610206604,0.1185574894770979,1.3991075409336418e-08,1.1807853446422225e-07,-7.854148902635356,-2.538187525631529,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H1_dh32,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,1.0,32.0,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,1.1776012387443302e-08,0.0028699330287054,0.0229160897433757,1.1327316529197162e-08,0.0229162769392132,-0.4693544209003448,-0.4693504385650158,0.9521484375,0.5925134420394897,0.9522705078125,0.5925134420394897,0.5712279081344604,0.6904002130031586,0.0,0.0022986384865362,16.0,1.0,1.0,1.0,2.7803071789289646e-09,7.704123561325105e-09,16.0,16.0,15.726469278335571,15.726469278335571,0.1175091229379177,1.1776012387443302e-08,1.0017757848016953e-07,-7.929001746162534,-2.5421282376224674,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H2_dh1,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,2.0,1.0,2.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,0.8898660764098167,0.8923194035887718,0.9049492925405502,0.8785111904144287,0.0229187707882374,18.515490531921387,-0.4686922207474708,0.2506103515625,0.5928697437047958,0.948486328125,0.5928697437047958,0.5723534747958183,0.6869081184267998,0.0,0.0022991324367467,2.0,1.0,1.0,0.0,159793.859375,153004.892578125,1.0,1.0,1.0,1.0,0.8907180950045586,0.8898660764098167,0.9990420535468918,-0.0506753491445973,-0.0494796631275185,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H2_dh2,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,2.0,2.0,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,0.7664691060781479,0.7692475244402885,0.778721809387207,0.7597713023424149,0.022149902768433,15.851704120635986,-0.4860095381736755,0.27001953125,0.5927080512046814,0.9532470703125,0.5927080437541008,0.572613351047039,0.6903653964400291,0.0,0.0022967121039982,4.0,1.0,1.0,0.0,135340.291015625,124040.2197265625,2.0,2.0,1.9963181540369987,1.9963181540369987,0.7716640383005142,0.7664691060781479,0.993268391509646,-0.115505345480422,-0.1139338927063112,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H2_dh4,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,2.0,4.0,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,0.5278052985668182,0.5308875516057014,0.5364723913371563,0.5151334218680859,0.0229531193617731,10.60012936592102,-0.4686642289161682,0.3387451171875,0.5926009193062782,0.949462890625,0.5926009193062782,0.572347491979599,0.6911228969693184,0.0,0.0022972298029344,8.0,1.0,1.0,0.0,90279.4189453125,75282.9248046875,4.0,4.0,3.984862342476845,3.984862342476845,0.5532130375504494,0.5278052985668182,0.9540678623091046,-0.2775262542698518,-0.2749974579934366,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H2_dh8,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,2.0,8.0,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,1.3937017095955184e-08,0.002859323110897,0.0223340743687003,1.2038211094633766e-08,0.0223344718106091,-0.4824252463877201,-0.4824163094162941,0.9534912109375,0.5925770029425621,0.9534912109375,0.5925770103931427,0.5728153809905052,0.6923729255795479,0.0,0.0022975640022195,16.0,1.0,1.0,1.0,2.770688956044154e-09,7.742023577783641e-09,8.0,8.0,7.930838257074356,7.930838257074356,0.1188186407089233,1.3937017095955184e-08,1.1719423833465893e-07,-7.855830167227154,-2.543736765470696,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H2_dh16,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,2.0,16.0,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,1.3256084008261837e-08,0.0028775953978765,0.0233827633783221,1.3727258219020657e-08,0.0233831645455211,-0.4596819020807743,-0.459673460572958,0.947509765625,0.5924818515777588,0.947509765625,0.5924818515777588,0.5720905363559723,0.6929378435015678,0.0,0.0022979500645305,16.0,1.0,1.0,1.0,2.7209179354059643e-09,7.683581104700465e-09,8.0,8.0,8.364879667758942,8.364879667758942,0.1174659049138426,1.3256084008261837e-08,1.1281635515183228e-07,-7.877584752309831,-2.540970269753907,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H2_dh32,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,2.0,32.0,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,1.3310041846459342e-08,0.0028780229331459,0.0229983506724238,1.2062856824535118e-08,0.0229976987466216,-0.4671103656291961,-0.4671239070594311,0.951171875,0.5925555378198624,0.951171875,0.592555545270443,0.572229340672493,0.6902755945920944,0.0,0.0022964896343182,16.0,1.0,1.0,1.0,2.766613521609784e-09,7.666280166240824e-09,8.0,8.0,8.368553698062897,8.368553698062897,0.1171232033520937,1.3310041846459342e-08,1.1353050863478957e-07,-7.875820579111515,-2.540905749767352,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H4_dh1,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,1.0,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,0.7767811864614487,0.7799101993441582,0.7976782247424126,0.7755953520536423,0.0229525002650916,16.233542919158936,-0.4683424457907676,0.273193359375,0.5925477519631386,0.94677734375,0.5925477594137192,0.5725472941994667,0.6895517185330391,0.0,0.0022980250942055,4.0,1.0,1.0,0.0,137175.65234375,125458.888671875,1.0,1.0,1.0,1.0,0.7816942557692528,0.7767811864614487,0.9937160553891916,-0.1097013015281189,-0.1079554000973248,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H4_dh2,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,2.0,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,0.5392134934663773,0.5419569313526154,0.5461431220173836,0.524067685008049,0.023002594942227,10.798266172409058,-0.4678777679800987,0.3314208984375,0.592620424926281,0.9482421875,0.592620424926281,0.5720074847340584,0.6960675269365311,0.0,0.0022991094447206,8.0,1.0,1.0,0.0,91698.5517578125,76568.27734375,2.0,2.0,1.9961286038160324,1.9961286038160324,0.5644255355000496,0.5392134934663773,0.9553306969919744,-0.2682392484002853,-0.2660352249359549,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H4_dh4,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,4.0,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,1.3575529589360258e-08,0.0028755179664585,0.0233050328679382,1.319467535232377e-08,0.0233050077222287,-0.4604435823857784,-0.4604441113770008,0.9462890625,0.5925280600786209,0.9464111328125,0.5925280675292015,0.5725755915045738,0.7006623595952988,0.0,0.0022971520083956,16.0,1.0,1.0,1.0,2.736543769366051e-09,7.755238229378847e-09,4.0,4.0,3.982033744454384,3.982033744454384,0.1179344411939382,1.3575529589360258e-08,1.1508526886614478e-07,-7.867243219326548,-2.5412839145522788,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H4_dh8,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,8.0,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,1.2370322211019412e-08,0.0028886449872516,0.0226305788382887,1.1473495931113577e-08,0.0226310326252132,-0.4760828725993633,-0.4760730639100075,0.953125,0.5926850363612175,0.953125,0.5926850363612175,0.5721183493733406,0.6842346340417862,0.0,0.0022988870041444,16.0,1.0,1.0,1.0,2.7418255443834028e-09,7.698385373622331e-09,4.0,4.0,4.46355627477169,4.46355627477169,0.117348856292665,1.2370322211019412e-08,1.053722761743214e-07,-7.907618988111762,-2.539305829409373,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data/transformers/runs_attn_capacity/results.csv,constructive_attention_qkv,capacity_coord,row,K16_H4_dh16,16.0,128.0,isotropic,10.0,0.02,1.0,16.0,4.0,16.0,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0.0,1024.0,8.0,1.3532895137835512e-08,0.0028910004766657,0.0227025628555566,1.4175996598808638e-08,0.0227023276966065,-0.4742135815322399,-0.4742176756262779,0.951416015625,0.5925220549106598,0.951416015625,0.5925220549106598,0.5723711550235748,0.6865640133619308,0.0,0.0022978367924224,16.0,1.0,1.0,1.0,2.7626432530514222e-09,7.723245820656643e-09,4.0,4.0,4.685236304998398,4.685236304998398,0.1182694779708981,1.3532895137835512e-08,1.1442247803396149e-07,-7.8686092833814625,-2.5389518367232173,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
